id,answer_is_optional
110163,False
38314,False
43773,False
27238,False
133303,False
41968,False
244309,False
133920,True
66783,False
78066,False
111635,False
61827,False
99525,False
85548,False
85443,False
102105,False
85113,False
111846,False
128932,False
30873,False
41933,False
67618,False
82717,False
72285,False
78304,False
70869,False
89102,False
24470,False
63846,False
95421,False
72323,True
267090,False
126849,False
116966,False
113925,False
26294,False
94256,False
41674,False
106792,False
41348,False
128139,False
65821,False
73432,False
133679,True
25111,False
106577,False
121383,False
21222,False
124126,False
73771,False
25219,False
63968,False
25885,False
243836,False
79698,False
80004,False
42986,False
129772,False
85465,False
86072,False
61833,False
71527,False
31088,False
265183,False
121459,False
104870,False
94491,False
