amazon_selling_partner_fba_inventory_researching_quantity_entry.csv,amazon_selling_partner_fba_inventory_summary.csv,inventory_summary_id,_fivetran_id,1
amazon_selling_partner_fba_inventory_summary.csv,amazon_selling_partner_int_amazon_selling_partner__item.csv,asin,asin,1
amazon_selling_partner_int_amazon_selling_partner__item.csv,amazon_selling_partner_order_item.csv,asin,asin,1
amazon_selling_partner_item_classification_sales_rank.csv,amazon_selling_partner_item_summary.csv,asin,asin,1
amazon_selling_partner_item_dimension.csv,amazon_selling_partner_item_summary.csv,asin,asin,1
amazon_selling_partner_item_display_group_sales_rank.csv,amazon_selling_partner_item_summary.csv,asin,asin,1
amazon_selling_partner_item_identifier.csv,amazon_selling_partner_item_summary.csv,asin,asin,1
amazon_selling_partner_item_image.csv,amazon_selling_partner_item_summary.csv,asin,asin,1
amazon_selling_partner_item_product_type.csv,amazon_selling_partner_item_summary.csv,asin,asin,1
amazon_selling_partner_item_relationship.csv,amazon_selling_partner_item_summary.csv,child_asin,asin,1
amazon_selling_partner_order_item.csv,amazon_selling_partner_order_item_promotion_id.csv,amazon_order_id,amazon_order_id,1
amazon_selling_partner_order_item.csv,amazon_selling_partner_orders.csv,amazon_order_id,amazon_order_id,1
amazon_selling_partner_order_item_promotion_id.csv,amazon_selling_partner_orders.csv,amazon_order_id,amazon_order_id,1
amazon_selling_partner_orders.csv,amazon_selling_partner_payment_method_detail_item.csv,amazon_order_id,amazon_order_id,1
xero_account.csv,xero_invoice_line_item.csv,code,account_code,1
xero_contact.csv,xero_invoice.csv,contact_id,contact_id,1
xero_int_xero__invoice_line_item_pivoted_tracking_categories.csv,xero_invoice_line_item.csv,line_item_id,line_item_id,1
xero_invoice.csv,xero_invoice_line_item.csv,invoice_id,invoice_id,1
xero_tracking_category.csv,xero_tracking_category_has_option.csv,tracking_category_id,tracking_category_id,1
xero_tracking_category_has_option.csv,xero_tracking_category_option.csv,tracking_option_id,tracking_option_id,1
