spray_area_neighborhood
"Part of Astoria, Ditmars, East Elmhurst, Jackson Heights, Steinway, and Woodside"
"Part of (Queens) Blissville, Howard Beach, Hunters Point, Lindenwood, Maspeth, Ridgewood, Ozone Park, South Ozone Park, Sunnyside, West Maspeth, and Woodside. Parts of (Brooklyn) Broadway Junction, Brownsville, Bushwick, City Line, Cypress Hills, East New York, East Williamsburg, Greenpoint, Highland Park, and Ocean Hill"
"Parts of Bruckner, Castle Hill, Clason Point, Co-op City, Country Club, Eastchester Bay, Harding Park, Hunts Point, Longwood, Melrose, Middletown, Morris Park, Morrisania, Mott Haven, Pelham Bay, Pelham Gardens, Port Morris, Schuylerville, Soundview, Spencer States, Unionport, Westchester Square"
Parts of Fresh Creek Park and Marine Park
"Parts of Annadale, Arden Heights, Aspen Knolls, Charleston, Greenridge, Pleasant Plains, Prince’s Bay, Rossville, Sandy Ground, Southeast Annadale, Tottenville, Village Green, and Woodrow."
"Parts of Allerton, Baychester, Bronxdale, Co-Op City, Eastchester, Edenwald, Pelham Gardens, Pelham Parkway, and Williamsbridge."
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Annadale, Arden Heights,  Eltingville, Great Kills, and Greenridge"
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of: Bathgate, Belmont, Bronx River, Bruckner, Claremont, Claremont Village, Clason Point, Crotona Park East, East Tremont, Harding Park, Hunts Point, Longwood, Melrose, Morrisania, Mott Haven, Port Morris, Soundview, The Hub, Tremont, and West Farms"
"Parts of Fieldston, Kingsbridge, Marble Hill, North Riverdale, Norwood, Riverdale, South Riverdale, Spuyten Duyvil, Van Cortlandt Village, and Woodlawn"
"Parts of Fresh Meadows, Hollis, Hollis Hills, Holliswood, Jamaica Estates, and Oakland Gardens"
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Part of Castle Hill, Clason Point, Country Club, Eastchester Bay, Edgewater Park, Harding Park, Locust Point, Middletown, Morris Park, Parkchester, Pelham Bay, Schuylerville, Silver Beach, Spencer Estates, Throgs Neck, Unionport, and Westchester Square"
"Parts of Bayside, Bay Terrace, Beechhurst, and Whitestone"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
Parts of Fresh Creek Park and Marine Park
"Parts of Auburndale, Flushing, Pomonok, and Queensboro Hill."
"Parts of Bath Beach, Bay Ridge, Brighton Beach, Bensonhurst, Coney Island, Dyker Heights, Fort Hamilton, Gravesend, Manhattan Beach, and Sheepshead Bay"
"Parts of Brookville, Cambria Heights, Jamaica, Laurelton, Rochdale, Rosedale, South Jamaica, South Ozone Park, Springfield Gardens, and St. Albans."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Bull’s Head, Graniteville, Heartland Village, Westerleigh, and Willowbrook"
"Parts of Broadway Triangle, Bushwick, East Williamsburg, Greenpoint, and Williamsburg."
"Parts of Astoria, Ditmars, East Elmhurst, Jackson Heights, Steinway, Sunnyside, Sunnyside Gardens, and Woodside."
Parts of Fresh Creek Park and Marine Park
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Central Park, East Harlem, Hamilton Heights, Harlem, Manhattanville, Manhattan Valley, Morningside Heights, Sugar Hill, Upper West Side and Washington Heights"
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Bath Beach, Bensonhurst, Dyker Heights, and New Utrecht"
"Parts of Borough Park, Greenwood Heights, Gowanus, Kensington, Park Slope, Prospect Heights, Prospect Lefferts Gardens, and Windsor Terrace"
"Parts of Beechhurst, College Point, Malba, and Whitestone."
"Part of: Baychester, Co-op City, Eastchester, Edenwald, Fieldston, Middletown, North Riverdale, Norwood, Olinville, Riverdale, Van Cortlandt Village, Wakefield, Williamsbridge, and Woodlawn"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Carroll Gardens, Cobble Hill, Gowanus, Greenwood Heights, Park Slope, Prospect Heights Gardens, Sunset Park, and Windsor Terrace"
"Parts of Astoria Heights, Ditmars, Steinway, Sunnyside Gardens, and Woodside."
Parts of Fresh Creek Park and Marine Park
"Parts of Forest Hills, Forest Park, Kew Gardens, Kew Gardens Hill, Glendale, Maspeth, Middle Village, Rego Park, Richmond Hill, Ridgewood, South Ozone Hill, and Woodhaven."
Parts of Fresh Creek Park and Marine Park
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Part of Beechhurst, College Point, Flushing, Fresh Meadows, Hillcrest, Hollis, Hollis Hill, Holliswood, Jamaica Estates, Linden Hill, Malba, Murray Hill, Oakland Gardens, Pomonok, Queensboro Hill, and Whitestone"
"Parts of  Annadale, Arden Heights, Bay Terrace, Eltingville, Great Kills, Greenridge, Huguenot, New Dorp, New Dorp Beach, Oakwood, Oakwood Beach, Richmond Town, Rossville, and Woodrow."
Parts of Pelham Bay Park North and Pelham Bay Park South
Parts of Maspeth and Middle Village
"Parts of Annadale, Arden Heights, Bay Terrace, Butler Manor, Charleston, Eltingville, Great Kills, Greenridge, Huguenot, Mount Loretto, Pleasant Plains, Prince’s Bay, Richmond Valley, Rossville, Sandy Ground, Tottenville, Tottenville Beach, and Woodrow"
"Parts of Bellerose Manor, Douglaston, Glen Oaks, and Little Neck."
"Parts of Bath Beach, Bay Ridge, Bensonhurst, Borough Park, Dyker Heights, Gravesend, Fort Hamilton, Mapleton, and New Utrecht."
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Castle Hill, Clason Point, Eastchester Bay, Edgewater Park, Harding Park, Locus Point, Middletown, Schuylerville, Silver Beach, Throgs Neck, and Unionport."
"Parts of Bergen Beach, Canarsie, Flatlands, Georgetown, Mill Basin, Mill Island, and Paerdegat Basin"
"Parts of Bloomfield, Bull’s Head, Chelsea, Elm Park, Fresh Kills, Graniteville, Heartland Village, Livingston, New Springville, Old Place, Port Richmond, Travis, Westerleigh, and Willowbrook."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Bergen Beach, Brighton Beach, Coney Island, Flatlands, Gerritsen Beach, Gravesend, Homecrest, Manhattan Beach, Marine Park, Mill Basin, Mill Island, Seagate, and Sheepshead Bay."
"Parts of Bloomingdale, Central Harlem, Fort George, Hamilton Heights, Hudson Heights, Harlem, Inwood, Little Dominican Republic, Manhattan Valley, Manhattanville, Morningside Heights, Strivers’ Row, Sugar Hill, Upper Manhattan, Washington Heights, and West Harlem."
"Part of Jamaica, South Jamaica, and South Ozone Park"
"Parts of Broadway Junction, Bushwick, City Line, Cypress Hills, East New York, Glendale, Hamilton Beach, Howard Beach, Liberty Park, Lindenwood, Little Guyana, Old Howard Beach, Ozone Park, South Ozone Park, Wakefield, and Woodhaven"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Castleton Corners, Emerson Hill, Fox Hill, Grymes Hill, Manor Heights, Park Hill, Sunnyside, Todd Hill, Westerleigh"
"Parts of Baychester, CO-OP City, Country Club, Eastchester Bay, Laconia, Little Yemen, Locust Point, Middletown, Morris Park, Parkchester, Park of Edgewater, Pelham Bay, Pelham Gardens, Pelham Parkway, Schuylerville, Silver Beach, Spenser Estates, The Valley, Throgs Neck, Unionport, Van Nest, and Westchester Square."
"Parts of Bedford Park, Belmont, Fieldston, Fordham Manor, Jerome Park, Kingsbridge, Kingsbridge Heights, Marble Hill, Mosholu, North Riverdale, Riverdale, Spuyten Duyvil, Van Cortlandt Village, and Woodlawn Heights"
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Fort George, Hamilton Heights, Hudson Heights, Inwood, Sherman Creek, Sugar Hill, and Washington Heights."
"Parts of Brownsville, East New York, Hamilton Beach, Howard Beach, New Lots, Old Howard Beach, Remsen Village, and Starrett City."
Parts of Pelham Bay Park North and Pelham Bay Park South
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Bergen Beach, Brownsville, Canarsie, East Flatbush, East New York, Flatlands, Homecrest, Madison, Marine Park, Midwood, Mill Basin, New Lots, Remsen Village, Sheepshead Bay, Spring Creek, and Starrett City"
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Brookville, Cambria Heights, Laurelton, Rosedale, Saint Albans, South Jamaica, and Springfield Gardens."
"Parts of Alley Park, Bayside, Bellerose Manor, Douglas Manor, Douglaston, Floral Park, Glen Oaks, Little Neck, and Oakland Gardens."
"Parts of Arlington, Bloomfield, Bull’s Head, Chelsea, Elm Park, Graniteville, Howland Hook, Livingston, Mariners Harbor, New Brighton, Old Place, Port Ivory, Port Richmond, Randall Manor, Travis, and West Brighton"
Parts of Fresh Creek Park and Marine Park
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Brookville, Cambria Heights, Laurelton, Rochdale, Rosedale, Saint Albans, South Jamaica, and Springfield"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
Parts of Fresh Creek Park and Marine Park
"Parts of Bath Beach, Bensonhurst, Dyker Heights, Fort Hamilton, Gravesend, Homecrest, Mapleton, New Utrecht, and Sheepshead Bay"
"Parts of Egbertville, Grant City, Lighthouse Hill, Midland Beach, New Dorp, New Dorp Beach, Oakwood, Oakwood Beach, and Richmond Town"
"Parts of Auburndale, Corona, Downtown Flushing, East Flushing, Flushing, Murray Hill, Queensboro Hill, and Willets Point."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Arrochar, Dongan Hills, Grant City, Grasmere, Midland Beach, New Dorp, New Dorp Beach, Oakwood, Oakwood Beach, Old Town, and South Beach"
Parts of Fresh Creek Park and Marine Park
"Parts of Astoria, Astoria Heights, Blissville,  Ditmars, East Elmhurst, East Williamsburg, Greenpoint, Maspeth, Steinway, Sunnyside, Sunnyside Gardens, West Maspeth, and, Woodside."
"Parts of Baychester, Castle Hill, Clason Point, Co-op City, Country Club, Harding Park, Middletown, Morris Park, Parkchester, Pelham Bay, Schuylerville, Soundview, Spencer Estates, Throgs Neck, Unionport, and Westchester Square."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Arden Heights, Greenridge, Rossville, Sandy Ground, and Woodrow"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Bergen Beach, Canarsie, Georgetown, Gerritsen Beach, Marine Park, Mill Basin, Mill Island, Paerdegat Basin, Sheepshead Bay, and Starrett City."
"Parts of Gravesend, Homecrest, and Sheepshead Bay."
"Parts of Annadale, Arden Heights, Aspen Knolls, Bay Terrace, Charleston, Eltingville, Great Kills, Greenridge, Huguenot, New Dorp Beach, Oakwood, Oakwood Heights, Pleasant Plains, Prince’s Bay, Richmond Valley, Rossville, Southeast Annadale, Tottenville, Village Green, and Woodrow"
"Parts of Auburndale, Bayside, Bay Terrace, Beechhurst, Broadway, Clearview, College Point, Flushing, Linden Hill, Malba, and Whitestone."
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Bedford-Stuyvesant, Broadway Junction, Brownsville, Bushwick, City Line, Clinton Hill, Cypress Hills, East New York, East Williamsburg, Greenpoint, Highland Park, Ocean Hill, and Ridgewood."
"Parts of Broadway Triangle, Brownsville, Bushwick, Cypress Hills, Glendale, Liberty Park, Ocean Hill, and Ridgewood."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of Corona, Downtown Flushing, East Flushing, Flushing, Kew Gardens, Hills, Murray Hill, North Corona, Pomonok, Queensboro Hill, and South Corona."
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Bedford-Stuyvesant, Clinton Hill, South Williamsburg, Wallabout, Williamsburg."
"Parts of Briarwood, Forest Hills, Forest Hills Garden, Glendale, Jamaica, Kew Gardens, Maspeth, Middle Village, Rego Park, Richmond Hill, Ridgewood, and Woodhaven"
"Parts of Annadale, Butler Manor, Charleston, Huguenot, Huguenot Beach, Mount Loretto, Pleasant Plains, Princes Bay, Richmond Valley, Tottenville, and Tottenville Beach"
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Battery Park, Bowery, Chinatown, Civic Center, Financial District, Greenwich Village, Little Italy, Lower East Side, Lower Manhattan, Noho, Nolita, Seaport, Tribeca, and Two Bridges."
Parts of Fresh Creek Park and Marine Park
"Parts of Castleton Corners, Elm Park, Graniteville, Meiers Corners, Mid Island, Port Richmond, Randall Manor, Silver Lake, Sunnyside, Tompkinsville, Westerleigh, West New Brighton, and Willowbrook"
"Parts of Arden Heights, Arrochar, Bay Terrace, Dongan Hills, Eltingville, Great Kills, Midland Beach, New Dorp, New Dorp Beach, Oak Heights, Ocean Breeze, Richmond, and South Beach."
"Parts of Bergen Beach, Brownsville, Canarsie, Clinton Hill, Crown Heights, Downtown Brooklyn, East Flatbush, East New York, Farragut, Fort Greene, Georgetown, Greenwood Heights, Mill Basin, New Lots, Paerdegat Basin, Park Slope, Prospect Heights, Prospect Lefferts Gardens, Prospect Park South, Remsen Village, Rugby, Spring Creek, Starrett City, and Windsor Terrace"
"Parts of Bergen Beach, Canarsie, Flatlands, Georgetown, Gerritsen Beach, Marine Park, Mill Basin, Mill Island, Paerdegat Basin, Sheepshead Bay, Spring Creek, and Starrett City."
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Alley Park, Bayside, Bellaire, Bellerose Manor, Douglas Manor, Douglaston, Fresh Meadows, Floral Park, Glen Oaks, Hollis Hills, Holliswood, Little Neck, Oakland Gardens, and Queens Village."
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Blissville, Glendale, Maspeth, Middle Village, and West Maspeth."
"Parts of Bath Beach, Bay Ridge, Bensonhurst, Coney Island, Dyker Heights, Fort Hamilton, Gravesend, Homecrest, New Utrecht, and Seagate."
Parts of Fresh Creek Park and Marine Park
"Parts of Blissville, Glendale, Maspeth, Middle Village, Forest Hills, Forest Hill Gardens, Kew Gardens, Rego Park, Richmond Hill, Sunnyside, Sunnyside Gardens, West Maspeth, Woodhaven, and Woodside"
"Parts of Fresh Meadows, Hollis Hill and Holliswood."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
Parts of Fresh Creek Park and Marine Park
"Part of  Brookville, Cambria Heights, Laurelton, Rosedale, Saint Albans, and Springfield Gardens"
Parts of Fresh Creek Park and Marine Park
"Parts of Bowery, Chinatown, Civic Center, Greenwich Village, Little Italy, Lower East Side, Lower Manhattan, Noho, Nolita, Soho, and Two Bridges."
"Parts of Bay Terrace, Beechhurst, College Point, Flushing, Linden Hill, Malba, and Whitestone"
"Parts of Arrochar, Dongan Hills, Grant City, Midland Beach, New Dorp, New Dorp Beach, Old Town, and South Beach"
"Parts of Arverne, Arverne by The Sea, Bayswater, Belle Harbor, Edgemere, Far Rockaway, Hammels, Neponsit and Rockaway Park."
"Parts of Bay Terrace, Beechhurst, College Point, Linden Hill, Malba, and Whitestone"
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Parts of East Harlem, Harlem, Lincoln Square, Manhattan Valley, Midtown, Morningside Heights, Spanish Harlem, and Upper West Side."
Parts of Pelham Bay Park North and Pelham Bay Park South
"Part of  Arlington, Bloomfield, Bull’s Head, Castleton Corners, Chelsea, Elm Park, Graniteville, Grymes Hill, Heartland Village, New Springville, Old Place, Port Ivory, Sunnyside, Tompkinsville, Ward Hill, West Brighton, and Westerleigh"
"Parts of Butler Manor, Charleston, Mount Loretto, Pleasant Plains, Prince’s Bay, Richmond Valley, Rossville, Sandy Ground, Tottenville, and Woodrow."
"Parts of Chelsea East, Chelsea/Con Edison West, Corporate Park, Corporate Park North, Goethals Pond North, Saw Mill Creek Marsh, Saw Mill Creek Marsh North, Last Chance Pond Park, South Beach,  Blue Heron Park, Wolfes Pond Park, Port Mobile, Freshkills Park, Latourette Park, Fairview Park"
"Part of  Elm Park, Livingston, New Brighton, Port Richmond, Randall Manor, Tompkinsville, and West Brighton"
Parts of Fresh Creek Park and Marine Park
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
Parts of Fresh Creek Park and Marine Park
"Parts of Bergen Beach, Brighton Beach, Coney Island, Flatlands, Georgetown, Gerritsen Beach, Gravesend, Madison, Manhattan Beach, Marine Park, Mill Basin, Old Mill Basin, Seagate, and Sheepshead Bay."
Parts of Fresh Creek Park and Marine Park
"Parts of Bathgate, Claremont, Crotona Park East, Hunts Point, Longwood, Morrisania, and Port Morris"
"Parts of Auburndale, Bayside, Bay Terrace, Beechhurst, College Point, Douglas Manor, Douglaston, Little Neck, Malba, and White Stone"
"Parts of City Line, East New York, Howard Beach, Lindenwood, Ozone Park, South Ozone Park, and Spring Creek."
"Parts of Briarwood, Forest Park, Kew Gardens, and Woodhaven."
"Parts of Castleton Corners Grymes Hill, Livingston, New Brighton, Port Richmond, Randall Manor, Silver Lake, Stapleton Heights, Tompkinsville, Ward Hill, and West Brighton"
Parts of Pelham Bay Park North and Pelham Bay Park South
"Parts of Abandoned Flushing Airport, Alley Pond Park, Kissena Park, Brookville Park, Far Rockaway"
"Parts of Bathgate, Bronx River, Bruckner, Claremont Village, Crotona Park East, Parkchester, Soundview and Van Nest."
"Parts of Arlington, Bloomfield, Bulls Head, Chelsea, Elm Park, Graniteville, Hartland Village, Manor Heights, Mariners Harbor, Mid Island, New Springville, Old Place, and Travis."
"Parts of Arrochar, Dongan Hills, Grant City, Grasmere, Midland Beach, New Dorp, New Dorp Beach, Old Town, and South Beach."
