renewal,address,export_date,longitude,email
True,800 FOOD CENTER DRIVE UNIT#26 & 28,2025-12-24T00:00:00.000,-73.876414,mtsfish@aol.com
True,159 NINTH AVENUE,2025-12-24T00:00:00.000,-74.002916,angelica@frozzoandsons.com
True,"100-105 ROW A, NYC TERMINAL MARKET",2025-12-24T00:00:00.000,,jim@jmargiotta.com
True,515 TRUXTON STREET,2025-12-24T00:00:00.000,-73.893015,sluthra@victoryfoodservice.com
True,355 FOOD CENTER DRIVE UNIT B-14,2025-12-24T00:00:00.000,-73.871471,mark@masterpurveyors.com
True,1271 RYAWA AVENUE,2025-12-24T00:00:00.000,-73.885326,ar@ootbseafood.com
True,C366 NEW YORK CITY PRODUCE MARKET,2025-12-24T00:00:00.000,,nyklcpa@gmail.com
True,123 NYC TERMINAL MKT,2025-12-24T00:00:00.000,,juan@earmata.com
True,355 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.871471,rgreenzeig@westsidefoodsinc.com
True,1360 LAFAYETTE AVE,2025-12-24T00:00:00.000,-73.884173,liz@produceny.com
True,100 EAST RIDGE ROAD,2025-12-24T00:00:00.000,,epetrino@chefswarehouse.com
True,25 JOHN BEAN COURT,2025-12-24T00:00:00.000,,lilyproduce@gmail.com
True,875 HANOVER STREET,2025-12-24T00:00:00.000,,edramos1984@gmail.com
True,342 ROW C HUNTS POINT TERMINAL MKT,2025-12-24T00:00:00.000,,jerrys342@hotmail.com
True,4 SKYVIEW DRIVE,2025-12-24T00:00:00.000,,arieljimenezjr@candcmeats.com
True,234 ROW B HUNTS POINT TERMINAL MKT,2025-12-24T00:00:00.000,,sales@leeloi.com
True,302A HUNTS PT MARKET,2025-12-24T00:00:00.000,-73.878185,sooze99948@aol.com
False,355 FOOD CENTER DRIVE BLDG B-12,2025-12-24T00:00:00.000,-73.871471,dwoszczyna@fancyfoodsinc.com
True,20 SPRAIN VALLEY ROAD,2025-12-24T00:00:00.000,,mrdankim1111@gmail.com
True,114 NEW YORK CITY TERMINAL MKT.,2025-12-24T00:00:00.000,,info@earmata.com
False,541 9TH AVENUE,2025-12-24T00:00:00.000,-73.993543,seabreezefishmarket541@gmail.com
True,355 FOOD CENTER DRIVE B23,2025-12-24T00:00:00.000,-73.871471,poncedistributors@icloud.com
True,527 CASANOVA STREET,2025-12-24T00:00:00.000,-73.889254,charlii@justbagels.com
True,1343 LAFAYETTE AVE,2025-12-24T00:00:00.000,-73.885033,info@jjnycorp.com
True,250 COSTER STREET,2025-12-24T00:00:00.000,-73.88514,cki.expense@ckennethimports.com
True,240A NEW YORK CITY TERMINAL MKT,2025-12-24T00:00:00.000,,emily@candjbrothers.com
True,1365 LAFAYETTE AVE,2025-12-24T00:00:00.000,-73.884032,starlyn.toribio_gurum@grubmarket.com
True,541 BARRETTO ST.,2025-12-24T00:00:00.000,-73.888375,gramercyproduce@gmail.com
True,800 FOOD CENTER DRIVE UNIT#36,2025-12-24T00:00:00.000,-73.876414,agrippa@universalseafood.com
True,237 ROW B NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,white.chae@gmail.com
True,B-23 HUNTS POINTS 2F CO-OP MARKET,2025-12-24T00:00:00.000,,washugyu@gmail.com
False,173 WESTMINSTER ROAD,2025-12-24T00:00:00.000,,peter@eurofishseafood.com
True,213 NEW YORK CITY TERMINAL MARKET ROW B,2025-12-24T00:00:00.000,,katzmanberry@aol.com
True,735 DRAKE STREET,2025-12-24T00:00:00.000,-73.883041,agrosonsny@gmail.com
True,405 BARRETTO STREET,2025-12-24T00:00:00.000,-73.887815,ianm@lobsterplace.com
True,101-105 ROW A NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,jim@jmargiotta.com
True,NYC TERMINAL MKT. ROW A 169B,2025-12-24T00:00:00.000,,luckytaxcpa@gmail.com
False,1925 JERROLD AVENUE,2025-12-24T00:00:00.000,,mxu@grubmarket.com
True,36-37A HUNTS POINT TERMINAL MARKET,2025-12-24T00:00:00.000,-73.876181,ednytrade@gmail.com
True,35 MAIDENSTONE DRIVE,2025-12-24T00:00:00.000,,vinnyserrantonio@gmail.com
True,5600 FIRST AVENUE UNIT B14,2025-12-24T00:00:00.000,-74.022721,chowtrading5600@gmail.com
